ano,mes,entidad,cve_entidad,despliegue,ingresos_regulares
2021,jul,nuevo_leon,19,2405,62463
2021,jul,oaxaca,20,5344,7888
2021,jul,puebla,21,3387,1319
2021,jul,queretaro,22,1090,15162
2021,jul,quintana_roo,23,1717,790881
2021,jul,san_luis_potosi,24,1349,9902
2021,jul,sinaloa,25,4124,6098
2021,jul,sonora,26,2669,11493
2021,jul,tabasco,27,2047,2755
2021,jul,tamaulipas,28,3927,70747
2021,jul,tlaxcala,29,568,0
2021,jul,veracruz_de_ignacio_de_la_llave,30,4666,9304
2021,jul,yucatan,31,857,15939
2021,jul,zacatecas,32,1928,7846
